Player_Name,Player_Type,Role,Runs,Balls_Faced,Strike_Rate,Opponent_Team,Opponent_Bowler,Bowler_Type,Bowler_Variation,Ball_Line,Ball_Length,How_Out,Ground,Country,Ground_Type,Ground_Dimensions,Pitch_Type,Weather,Shot_Strength,Weakness
Pathum Nissanka,Batsman,1,0,1,0.0,Australia,Ellis,Right Arm Fast,Yorker,Middle stump,Good length,Caught,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,Pace,Left Arm Orthodox
Pathum Nissanka,Batsman,1,56,75,74.66,Pakistan,Abrar,Right Arm Mystery,Carrom Ball,Middle stump,Short,Stumped,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Humid,Pace,Left Arm Orthodox
Dananjaya De Silva,All-rounder,4,12,23,52.17,South Africa,Phehlukwayo,Right Arm Medium,Slower Ball,Off stump,Full,Not Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Humid,Off-side,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,7,23,33,69.69,Bangladesh,Mehidy,Right Arm Off Spin,Off Break,Leg stump,Full,Run Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Cloudy,Spin,Left Arm Wrist Spin
Pathum Nissanka,Batsman,1,0,3,0.0,Australia,Cummins,Right Arm Fast,Yorker,Wide,Yorker,Bowled,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,Spin,Right Arm Off Spin
Dananjaya De Silva,All-rounder,7,43,70,61.42,Bangladesh,Ebadot,Right Arm Fast,Bouncer,Off stump,Bouncer,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Humid,Short Ball,Left Arm Wrist Spin
Kusal mendis,Batsman,3,0,1,0.0,Pakistan,Shadab,Right Arm Leg Spin,Topspin,Wide,Short,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Humid,On-side,Left Arm Wrist Spin
Pathum Nissanka,Batsman,1,40,60,66.66,South Africa,Ngidi,Right Arm Fast,Yorker,Wide,Good length,Stumped,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,Spin,Left Arm Fast
Dananjaya De Silva,All-rounder,6,46,59,77.96,India,Thakur,Right Arm Medium,Slower Ball,Wide,Bouncer,Stumped,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Dry,Short Ball,Left Arm Orthodox
Avishka Fernando,Batsman,3,20,21,95.23,Pakistan,Dahani,Right Arm Fast,Yorker,Leg stump,Full,Bowled,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,Pace,Left Arm Fast
Kusal mendis,Batsman,3,19,48,39.58,Australia,Abbott,Right Arm Medium,Knuckle Ball,Middle stump,Yorker,Stumped,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,On-side,Left Arm Medium
Dananjaya De Silva,All-rounder,6,74,84,88.09,India,Hardik,Right Arm Medium,Slower Ball,Off stump,Short,LBW,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Dry,Off-side,Left Arm Orthodox
Kusal mendis,Batsman,3,1,7,14.28,Australia,Stoinis,Right Arm Medium,Slower Ball,Wide,Bouncer,Caught,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Dry,Short Ball,Right Arm Leg Spin
Charith Asalanka,All-rounder,5,14,21,66.66,South Africa,Phehlukwayo,Right Arm Medium,Slower Ball,Off stump,Bouncer,Caught,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Off-side,Left Arm Orthodox
Pathum Nissanka,Batsman,1,56,62,90.32,South Africa,Fortuin,Left Arm Orthodox,Arm Ball,Leg stump,Short,Not Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Short Ball,Right Arm Leg Spin
Kusal mendis,Batsman,3,0,1,0.0,South Africa,Nortje,Right Arm Fast,Yorker,Leg stump,Yorker,Caught,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,Pace,Left Arm Chinaman
Avishka Fernando,Batsman,2,9,12,75.0,India,Ashwin,Right Arm Off Spin,Arm Ball,Off stump,Bouncer,Caught,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Cloudy,Spin,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,7,37,63,58.73,Pakistan,Rauf,Right Arm Fast,Bouncer,Leg stump,Full,Stumped,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,Pace,Right Arm Medium
Kusal mendis,Batsman,3,1,7,14.28,England,Livingstone,Right Arm Off Spin,Arm Ball,Middle stump,Bouncer,Stumped,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Spin,Right Arm Medium
Dananjaya De Silva,All-rounder,6,0,1,0.0,Pakistan,Nawaz,Left Arm Orthodox,Arm Ball,Off stump,Bouncer,LBW,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,Spin,Right Arm Medium
Sadeera samarawickrama,Batsman,3,42,57,73.68,Bangladesh,Taskin,Right Arm Fast,Yorker,Middle stump,Short,Bowled,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Dry,Short Ball,Right Arm Fast
Dananjaya De Silva,All-rounder,6,0,7,0.0,Bangladesh,Mustafizur,Left Arm Medium,Swing,Middle stump,Short,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Pace,Left Arm Chinaman
Dananjaya De Silva,All-rounder,7,43,70,61.42,England,Archer,Right Arm Fast,Slower Ball,Middle stump,Bouncer,Run Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,Pace,Right Arm Mystery
Dananjaya De Silva,All-rounder,7,50,71,70.42,Australia,Zampa,Right Arm Leg Spin,Googly,Middle stump,Bouncer,LBW,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,Spin,Left Arm Chinaman
Charith Asalanka,All-rounder,5,13,12,108.33,India,Chahal,Right Arm Leg Spin,Topspin,Leg stump,Good length,Stumped,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Cloudy,Off-side,Right Arm Leg Spin
Avishka Fernando,Batsman,2,33,33,100.0,Australia,Zampa,Right Arm Leg Spin,Googly,Middle stump,Full,LBW,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Off-side,Left Arm Fast
Dananjaya De Silva,All-rounder,3,0,3,0.0,India,Bishnoi,Right Arm Leg Spin,Googly,Off stump,Short,Caught,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,On-side,Right Arm Off Spin
Pathum Nissanka,Batsman,1,9,18,50.0,India,Hardik,Right Arm Medium,Knuckle Ball,Off stump,Full,Bowled,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,Short Ball,Left Arm Medium
Kusal mendis,Batsman,4,24,36,66.66,South Africa,Hendricks,Left Arm Medium,Swing,Wide,Full,LBW,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,On-side,Right Arm Mystery
Dananjaya De Silva,All-rounder,4,16,22,72.72,South Africa,Nortje,Right Arm Fast,Slower Ball,Off stump,Full,Stumped,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Humid,Spin,Right Arm Leg Spin
Kusal mendis,Batsman,3,4,2,200.0,Pakistan,Shaheen,Left Arm Fast,Yorker,Wide,Yorker,Not Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,Short Ball,Left Arm Medium
Kusal mendis,Batsman,4,38,43,88.37,Pakistan,Naseem,Right Arm Fast,Yorker,Leg stump,Short,Caught,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Humid,On-side,Right Arm Fast
Dananjaya De Silva,All-rounder,3,0,3,0.0,Bangladesh,Taijul,Left Arm Orthodox,Arm Ball,Wide,Yorker,Caught,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Cloudy,Spin,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,7,22,36,61.11,Bangladesh,Mustafizur,Left Arm Medium,Swing,Wide,Short,Run Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Off-side,Left Arm Fast
Dananjaya De Silva,All-rounder,7,0,1,0.0,India,Bumrah,Right Arm Fast,Slower Ball,Wide,Full,LBW,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Short Ball,Right Arm Fast
Avishka Fernando,Batsman,3,30,29,103.44,Australia,Cummins,Right Arm Fast,Slower Ball,Off stump,Full,Not Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Hot,Off-side,Right Arm Medium
Dananjaya De Silva,All-rounder,3,1,14,7.14,Australia,Head,Right Arm Off Spin,Arm Ball,Middle stump,Full,Run Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,Pace,Left Arm Fast
Kusal mendis,Batsman,3,0,1,0.0,South Africa,Phehlukwayo,Right Arm Medium,Slower Ball,Off stump,Bouncer,Bowled,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,On-side,Right Arm Off Spin
Kusal mendis,Batsman,4,39,41,95.12,England,Woakes,Right Arm Medium,Slower Ball,Wide,Full,Stumped,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Humid,Spin,Left Arm Fast
Kusal mendis,Batsman,4,31,34,91.17,India,Kuldeep,Left Arm Wrist Spin,Flipper,Middle stump,Good length,Caught,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,Spin,Right Arm Medium
Sadeera samarawickrama,Batsman,4,17,31,54.83,South Africa,Nortje,Right Arm Fast,Bouncer,Middle stump,Yorker,Stumped,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Cloudy,Off-side,Left Arm Medium
Dananjaya De Silva,All-rounder,7,6,13,46.15,India,Chahal,Right Arm Leg Spin,Slider,Off stump,Bouncer,Run Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Humid,Off-side,Left Arm Fast
Dananjaya De Silva,All-rounder,7,37,63,58.73,Australia,Zampa,Right Arm Leg Spin,Googly,Leg stump,Good length,Bowled,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Cloudy,Off-side,Right Arm Mystery
Kusal mendis,Batsman,3,15,16,93.75,Australia,Hazlewood,Right Arm Fast,Slower Ball,Leg stump,Short,Bowled,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Cloudy,Short Ball,Right Arm Off Spin
Kusal mendis,Batsman,3,26,40,65.0,England,Jacks,Right Arm Off Spin,Arm Ball,Middle stump,Bouncer,Caught,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,On-side,Left Arm Chinaman
Avishka Fernando,Batsman,2,33,33,100.0,India,Shami,Right Arm Fast,Bouncer,Off stump,Full,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Humid,On-side,Right Arm Fast
Pathum Nissanka,Batsman,3,0,4,0.0,South Africa,Phehlukwayo,Right Arm Medium,Slower Ball,Off stump,Full,Run Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Humid,Short Ball,Left Arm Chinaman
Dananjaya De Silva,All-rounder,7,36,62,58.06,India,Siraj,Right Arm Fast,Slower Ball,Wide,Yorker,Stumped,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,Short Ball,Left Arm Orthodox
Dananjaya De Silva,All-rounder,7,0,6,0.0,Bangladesh,Mehidy,Right Arm Off Spin,Off Break,Off stump,Yorker,Stumped,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Cloudy,Off-side,Left Arm Wrist Spin
Kusal mendis,Batsman,3,28,9,311.11,Pakistan,Nawaz,Left Arm Orthodox,Arm Ball,Wide,Good length,Not Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Humid,Short Ball,Right Arm Fast
Dananjaya De Silva,All-rounder,8,65,74,87.83,England,Moeen,Right Arm Off Spin,Off Break,Leg stump,Bouncer,Stumped,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Humid,Spin,Left Arm Fast
Dananjaya De Silva,All-rounder,5,30,58,51.72,Pakistan,Abrar,Right Arm Mystery,Doosra,Off stump,Good length,LBW,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Spin,Right Arm Fast
Avishka Fernando,Batsman,2,5,9,55.55,Pakistan,Shadab,Right Arm Leg Spin,Googly,Off stump,Bouncer,Run Out,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Dry,Spin,Left Arm Medium
Kusal mendis,Batsman,3,0,1,0.0,South Africa,Ngidi,Right Arm Fast,Yorker,Leg stump,Bouncer,Run Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,Off-side,Left Arm Orthodox
Dananjaya De Silva,All-rounder,5,41,52,78.84,India,Thakur,Right Arm Medium,Slower Ball,Middle stump,Yorker,LBW,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Off-side,Left Arm Wrist Spin
Pathum Nissanka,Batsman,1,36,28,128.57,England,Topley,Left Arm Medium,Cutter,Middle stump,Good length,Not Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,Pace,Right Arm Fast
Dananjaya De Silva,All-rounder,7,19,24,79.16,India,Siraj,Right Arm Fast,Yorker,Leg stump,Yorker,LBW,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Hot,On-side,Right Arm Fast
Pathum Nissanka,Batsman,1,0,3,0.0,England,Woakes,Right Arm Medium,Slower Ball,Middle stump,Yorker,Run Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Humid,Pace,Right Arm Off Spin
Kusal mendis,Batsman,3,76,42,180.95,Bangladesh,Mehidy,Right Arm Off Spin,Off Break,Leg stump,Yorker,Not Out,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Hot,On-side,Left Arm Orthodox
Kusal mendis,Batsman,3,17,34,50.0,South Africa,Maharaj,Left Arm Orthodox,Arm Ball,Leg stump,Bouncer,Caught,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,Short Ball,Right Arm Medium
Pathum Nissanka,Batsman,1,56,62,90.32,England,Topley,Left Arm Medium,Swing,Wide,Yorker,Bowled,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Humid,On-side,Right Arm Medium
Avishka Fernando,Batsman,1,10,18,55.55,India,Thakur,Right Arm Medium,Knuckle Ball,Leg stump,Yorker,Caught,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Dry,Off-side,Left Arm Fast
Charith Asalanka,All-rounder,5,78,66,118.18,Bangladesh,Mehidy,Right Arm Off Spin,Arm Ball,Off stump,Short,LBW,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,On-side,Right Arm Fast
Kusal mendis,Batsman,3,15,16,93.75,England,Livingstone,Right Arm Off Spin,Off Break,Middle stump,Bouncer,Bowled,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Humid,Off-side,Left Arm Chinaman
Pathum Nissanka,Batsman,1,0,1,0.0,India,Bumrah,Right Arm Fast,Yorker,Off stump,Full,Run Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,On-side,Left Arm Medium
Kusal mendis,Batsman,4,94,73,128.76,England,Moeen,Right Arm Off Spin,Off Break,Leg stump,Bouncer,Caught,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Dry,Short Ball,Right Arm Leg Spin
Oshada fernando,Batsman,4,2,3,66.66,England,Wood,Right Arm Fast,Bouncer,Wide,Good length,Not Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Humid,On-side,Left Arm Medium
Pathum Nissanka,Batsman,1,2,8,25.0,England,Jacks,Right Arm Off Spin,Arm Ball,Middle stump,Good length,Caught,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Cloudy,Spin,Right Arm Mystery
Pathum Nissanka,Batsman,2,137,147,93.19,England,Moeen,Right Arm Off Spin,Off Break,Middle stump,Short,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Cloudy,Off-side,Right Arm Fast
Avishka Fernando,Batsman,3,2,2,100.0,South Africa,Jansen,Left Arm Fast,Bouncer,Off stump,Good length,LBW,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,On-side,Right Arm Mystery
Charith Asalanka,All-rounder,5,91,93,97.84,South Africa,Nortje,Right Arm Fast,Bouncer,Leg stump,Good length,Caught,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Dry,On-side,Left Arm Orthodox
Dananjaya De Silva,All-rounder,5,2,9,22.22,England,Wood,Right Arm Fast,Bouncer,Middle stump,Full,Stumped,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Cloudy,Spin,Left Arm Chinaman
Charith Asalanka,All-rounder,5,22,35,62.85,Bangladesh,Taskin,Right Arm Fast,Slower Ball,Off stump,Short,LBW,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Dry,Spin,Left Arm Medium
Kusal mendis,Batsman,3,30,42,71.42,Australia,Zampa,Right Arm Leg Spin,Slider,Off stump,Short,LBW,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,Spin,Right Arm Off Spin
Avishka Fernando,Batsman,2,5,7,71.42,Pakistan,Nawaz,Left Arm Orthodox,Arm Ball,Off stump,Yorker,Bowled,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Hot,Short Ball,Right Arm Medium
Kusal mendis,Batsman,3,4,7,57.14,Pakistan,Shaheen,Left Arm Fast,Bouncer,Wide,Bouncer,Caught,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Hot,Off-side,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,3,73,129,56.58,Pakistan,Naseem,Right Arm Fast,Yorker,Leg stump,Full,Bowled,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Dry,Off-side,Right Arm Fast
Avishka Fernando,Batsman,2,40,62,64.51,Bangladesh,Ebadot,Right Arm Fast,Bouncer,Wide,Full,Stumped,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Cloudy,Off-side,Right Arm Mystery
Dananjaya De Silva,All-rounder,6,69,111,62.16,Bangladesh,Mehidy,Right Arm Off Spin,Arm Ball,Wide,Full,Bowled,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Cloudy,Short Ball,Left Arm Orthodox
Kusal mendis,Batsman,4,38,43,88.37,India,Siraj,Right Arm Fast,Yorker,Off stump,Good length,Bowled,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,Pace,Right Arm Medium
Kusal mendis,Batsman,3,89,93,95.69,South Africa,Jansen,Left Arm Fast,Swing,Off stump,Good length,Caught,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Dry,Off-side,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,7,19,24,79.16,India,Hardik,Right Arm Medium,Slower Ball,Leg stump,Short,Not Out,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Cloudy,Off-side,Right Arm Off Spin
Sadeera samarawickrama,Batsman,3,42,57,73.68,Bangladesh,Shakib,Left Arm Orthodox,Drift,Off stump,Yorker,Bowled,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Dry,Spin,Left Arm Chinaman
Charith Asalanka,All-rounder,4,6,3,200.0,Bangladesh,Nasum,Left Arm Orthodox,Drift,Wide,Short,Not Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,Pace,Right Arm Off Spin
Kusal mendis,Batsman,3,17,34,50.0,India,Chahal,Right Arm Leg Spin,Googly,Middle stump,Good length,LBW,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Humid,Spin,Right Arm Mystery
Pathum Nissanka,Batsman,1,1,8,12.5,Australia,Abbott,Right Arm Medium,Knuckle Ball,Wide,Good length,Caught,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Dry,Pace,Right Arm Medium
Kusal mendis,Batsman,3,2,8,25.0,South Africa,Shamsi,Left Arm Chinaman,Slider,Wide,Good length,Bowled,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Dry,Pace,Left Arm Fast
Kusal mendis,Batsman,3,77,64,120.31,India,Axar,Left Arm Orthodox,Arm Ball,Wide,Good length,LBW,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Humid,On-side,Left Arm Wrist Spin
Dananjaya De Silva,All-rounder,3,173,229,75.54,Pakistan,Rauf,Right Arm Fast,Yorker,Middle stump,Short,Run Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Dry,On-side,Left Arm Medium
Dananjaya De Silva,All-rounder,5,8,10,80.0,South Africa,Jansen,Left Arm Fast,Bouncer,Wide,Yorker,Not Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Humid,Short Ball,Right Arm Leg Spin
Charith Asalanka,All-rounder,5,18,37,48.64,South Africa,Phehlukwayo,Right Arm Medium,Knuckle Ball,Wide,Bouncer,Stumped,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Humid,Short Ball,Right Arm Fast
Charith Asalanka,All-rounder,5,0,5,0.0,South Africa,Ngidi,Right Arm Fast,Slower Ball,Off stump,Yorker,LBW,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Short Ball,Left Arm Medium
Pathum Nissanka,Batsman,1,0,1,0.0,South Africa,Rabada,Right Arm Fast,Slower Ball,Middle stump,Good length,Not Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Hot,Spin,Left Arm Chinaman
Dananjaya De Silva,All-rounder,6,40,77,51.94,Australia,Maxwell,Right Arm Off Spin,Off Break,Middle stump,Short,Run Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Short Ball,Right Arm Off Spin
Charith Asalanka,All-rounder,5,24,28,85.71,Bangladesh,Mehidy,Right Arm Off Spin,Off Break,Middle stump,Short,Caught,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,Spin,Left Arm Orthodox
Kusal mendis,Batsman,3,19,17,111.76,England,Topley,Left Arm Medium,Cutter,Off stump,Bouncer,Caught,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,Spin,Left Arm Orthodox
Charith Asalanka,All-rounder,5,127,126,100.79,Australia,Agar,Left Arm Spin,Standard,Middle stump,Short,Bowled,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,Short Ball,Left Arm Wrist Spin
Charith Asalanka,All-rounder,5,72,62,116.12,India,Shami,Right Arm Fast,Yorker,Middle stump,Bouncer,LBW,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,Pace,Right Arm Fast
Dananjaya De Silva,All-rounder,5,1,8,12.5,Australia,Head,Right Arm Off Spin,Arm Ball,Off stump,Yorker,LBW,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Humid,Spin,Left Arm Wrist Spin
Kusal mendis,Batsman,3,101,115,87.82,Bangladesh,Taskin,Right Arm Fast,Yorker,Wide,Bouncer,Caught,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,Spin,Left Arm Fast
Pathum Nissanka,Batsman,1,0,1,0.0,South Africa,Fortuin,Left Arm Orthodox,Drift,Leg stump,Yorker,Not Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Cloudy,Pace,Right Arm Off Spin
Kusal mendis,Batsman,3,69,69,100.0,India,Siraj,Right Arm Fast,Slower Ball,Leg stump,Short,Caught,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Dry,On-side,Right Arm Medium
Charith Asalanka,All-rounder,5,14,27,51.85,India,Ashwin,Right Arm Off Spin,Off Break,Leg stump,Full,Stumped,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Dry,Pace,Left Arm Orthodox
Dananjaya De Silva,All-rounder,7,0,1,0.0,Australia,Head,Right Arm Off Spin,Off Break,Wide,Bouncer,Run Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Pace,Right Arm Mystery
Avishka Fernando,Batsman,1,76,98,77.55,India,Bishnoi,Right Arm Leg Spin,Slider,Leg stump,Bouncer,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Off-side,Left Arm Fast
Dananjaya De Silva,All-rounder,7,36,62,58.06,South Africa,Hendricks,Left Arm Medium,Swing,Off stump,Good length,Stumped,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Cloudy,On-side,Left Arm Medium
Avishka Fernando,Batsman,1,14,14,100.0,Pakistan,Haris,Right Arm Fast,Slower Ball,Middle stump,Full,Run Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Humid,Pace,Left Arm Medium
Kusal mendis,Batsman,3,13,8,162.5,Australia,Starc,Left Arm Fast,Swing,Off stump,Bouncer,Not Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Humid,Short Ball,Left Arm Orthodox
Kusal mendis,Batsman,3,17,14,121.42,Pakistan,Naseem,Right Arm Fast,Yorker,Wide,Good length,Caught,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Humid,Spin,Left Arm Orthodox
Dananjaya De Silva,All-rounder,6,23,46,50.0,India,Bumrah,Right Arm Fast,Bouncer,Wide,Full,Stumped,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Cloudy,Short Ball,Right Arm Leg Spin
Avishka Fernando,Batsman,2,5,12,41.66,India,Chahal,Right Arm Leg Spin,Googly,Off stump,Full,Not Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Cloudy,Spin,Left Arm Chinaman
Avishka Fernando,Batsman,2,5,9,55.55,England,Woakes,Right Arm Medium,Slower Ball,Leg stump,Good length,LBW,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Hot,Spin,Right Arm Fast
Pathum Nissanka,Batsman,1,5,12,41.66,South Africa,Phehlukwayo,Right Arm Medium,Knuckle Ball,Middle stump,Full,Stumped,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Humid,Pace,Left Arm Fast
Dananjaya De Silva,All-rounder,6,14,46,30.43,Pakistan,Usama Mir,Right Arm Leg Spin,Slider,Middle stump,Bouncer,Caught,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Humid,Off-side,Right Arm Medium
Dananjaya De Silva,All-rounder,4,3,15,20.0,Pakistan,Naseem,Right Arm Fast,Bouncer,Wide,Short,Stumped,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Humid,Pace,Left Arm Chinaman
Sadeera samarawickrama,Batsman,2,1,7,14.28,South Africa,Shamsi,Left Arm Chinaman,Slider,Wide,Short,Not Out,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,Spin,Left Arm Chinaman
Dananjaya De Silva,All-rounder,6,44,80,55.0,Pakistan,Dahani,Right Arm Fast,Yorker,Middle stump,Bouncer,Not Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Cloudy,Pace,Right Arm Medium
